ACRES_AG_1MI,ANIMAL_COUNT,COUNTYNAME,Lagoon,Operation,APP_RATE,Regulate_1,SOURCE,Status,WASTE_OUTPUT,X,Y,geometry
1074,16875,Sampson,3,Triple J Farms,3001,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,3223125,-78.5388,35.2141,POINT (-78.53879999999999 35.2141)
1137,6890,Sampson,3,G&R Farms,5617,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6387030,-78.4157,35.2167,POINT (-78.4157 35.2167)
1160,3800,Sampson,1,Circle L,626,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,725800,-78.4,35.2337,POINT (-78.40000000000001 35.2337)
642,3735,Sampson,2,Pork Chop Hill Farm,5393,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3462345,-78.3587,35.2182,POINT (-78.3587 35.2182)
1197,2700,Sampson,3,P&J Farms,2091,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2502900,-78.2816,35.2314,POINT (-78.2816 35.2314)
1546,2710,Sampson,1,Reginald Strickland Farm,1625,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2512170,-78.2571,35.2128,POINT (-78.25709999999999 35.2128)
878,11520,Wayne,2,Crow's Nest Farm,12163,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10679040,-78.1639,35.2383,POINT (-78.1639 35.2383)
1459,4000,Wayne,2,Doug Jernigan Farms,524,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,764000,-78.0984,35.2301,POINT (-78.0984 35.2301)
1459,20906,Wayne,2,Doug Jernigan Farms,13283,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,19379862,-78.0984,35.2301,POINT (-78.0984 35.2301)
996,1440,Wayne,1,Shelton Lewis Farm,1340,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1334880,-78.0078,35.2342,POINT (-78.0078 35.2342)
583,200,Wayne,1,Best AI - Boar,1325,Swine - Boar/Stud,NC Dept. of Environmental Quality,Active,772200,-77.9247,35.2414,POINT (-77.9247 35.2414)
579,80,Wayne,2,Collie Sow Farm,533,Swine - Gilts,NC Dept. of Environmental Quality,Active,308880,-77.9116,35.2352,POINT (-77.91160000000001 35.2352)
997,5760,Wayne,1,Ward Farm,5356,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-77.9042,35.2139,POINT (-77.9042 35.2139)
1161,5760,Wayne,1,T&D Farms,4599,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-77.8282,35.2395,POINT (-77.8282 35.2395)
1169,2640,Lenoir,1,Wesley Sutton Farm,2093,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2447280,-77.7683,35.2414,POINT (-77.7683 35.2414)
1254,16531,Sampson,6,When Pigs Fly,2518,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,3157421,-78.5648,35.2005,POINT (-78.56480000000001 35.2005)
519,2480,Sampson,1,B&L Farms,4430,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2298960,-78.5249,35.2162,POINT (-78.5249 35.2162)
946,6160,Sampson,2,Rose Swine Farms,6036,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5710320,-78.321,35.206,POINT (-78.321 35.206)
1412,7040,Sampson,1,Kennedy Farm #1,4622,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6526080,-78.2515,35.1991,POINT (-78.25149999999999 35.1991)
905,5880,Wayne,1,Strickland Farms 5-12,6023,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.1722,35.23,POINT (-78.1722 35.23)
1313,2160,Duplin,1,G&M Swine Farm,1525,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2002320,-78.0369,35.1903,POINT (-78.0369 35.1903)
609,2000,Wayne,2,Horsepen Sow Farm,10519,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6406000,-77.9856,35.2,POINT (-77.98560000000001 35.2)
551,1975,Wayne,2,Leslie Ray Whitted Farm,3323,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1830825,-77.9872,35.2103,POINT (-77.9872 35.2103)
1183,210,Wayne,1,Parks Farms,1860,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,2200380,-77.9561,35.2089,POINT (-77.95610000000001 35.2089)
928,1100,Wayne,1,Ben Outlaw Hog Farm,1099,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1019700,-77.8939,35.2189,POINT (-77.8939 35.2189)
645,3790,Wayne,2,Cedar Lane Hog Farm,5447,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3513330,-77.8506,35.2131,POINT (-77.8506 35.2131)
946,930,Wayne,1,Richard Grady Farm,911,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,862110,-77.8283,35.201,POINT (-77.8283 35.201)
1016,7200,Lenoir,3,Sandy Creek Farms,6569,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6674400,-77.7859,35.2065,POINT (-77.7859 35.2065)
934,1000,Lenoir,1,Moody Farms LLC,3429,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3203000,-77.6963,35.1938,POINT (-77.69629999999999 35.1938)
787,7344,Lenoir,2,Pitchfork Farms,8650,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-77.6137,35.1817,POINT (-77.61369999999999 35.1817)
738,4896,Jones,1,Woody Sutton Farm #1,6150,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-77.5,35.2,POINT (-77.5 35.2)
602,2880,Jones,1,Stillwater Farm,4435,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-77.4767,35.2011,POINT (-77.47669999999999 35.2011)
679,6080,Cumberland,1,Larry & Patricia's Pig Nursery,1710,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.6771,35.1844,POINT (-78.6771 35.1844)
1093,2700,Sampson,3,R.M. Jackson Farm,2290,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2502900,-78.5332,35.1878,POINT (-78.53319999999999 35.1878)
989,6300,Sampson,0,Longshot Nursery,1217,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1203300,-78.4509,35.1805,POINT (-78.4509 35.1805)
1060,2756,Sampson,2,TDM #5,8328,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,8827468,-78.4188,35.1994,POINT (-78.4188 35.1994)
999,2480,Sampson,1,J. Sullivan & Son Farm,2301,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2298960,-78.192,35.2006,POINT (-78.19199999999999 35.2006)
1075,3040,Sampson,1,Jay Sullivan Farm,540,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,580640,-78.1826,35.205,POINT (-78.18259999999999 35.205)
1134,2400,Sampson,2,"Waller Farms, Inc.",6779,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-78.174,35.1939,POINT (-78.17400000000001 35.1939)
609,284,Wayne,2,Horsepen Sow Farm,1801,Swine - Gilts,NC Dept. of Environmental Quality,Active,1096524,-77.9856,35.2,POINT (-77.98560000000001 35.2)
926,160,Wayne,2,Grant Sow,667,Swine - Gilts,NC Dept. of Environmental Quality,Active,617760,-77.9472,35.1967,POINT (-77.9472 35.1967)
820,5760,Lenoir,2,Parker Price Farm,6512,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-77.8181,35.1982,POINT (-77.8181 35.1982)
870,800,Lenoir,1,Doug Herring Farm,852,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,741600,-77.7274,35.1879,POINT (-77.7274 35.1879)
826,6480,Lenoir,2,Jack Grady Farm,7272,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6006960,-77.6694,35.1715,POINT (-77.6694 35.1715)
1168,3144,Craven,2,McCoy Cattle Farms,2495,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2914488,-77.3436,35.1843,POINT (-77.3436 35.1843)
841,7350,Cumberland,1,R&C Swine,8102,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6813450,-78.6903,35.1699,POINT (-78.69029999999999 35.1699)
1124,3672,Sampson,1,"L&L Farms, Inc.",3028,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.5021,35.1675,POINT (-78.5021 35.1675)
1139,3680,Sampson,1,Billy Ray Daughtry,2995,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3411360,-78.4331,35.1825,POINT (-78.4331 35.1825)
880,5760,Sampson,1,"Rosin Hill Farms, Inc.",6068,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Expired,5339520,-78.4028,35.2006,POINT (-78.4028 35.2006)
1039,6480,Sampson,2,JH Farm,5781,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6006960,-78.4025,35.1884,POINT (-78.4025 35.1884)
587,11560,Sampson,4,C.B. Barefoot Farms 1-16,18256,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10716120,-78.3586,35.1795,POINT (-78.3586 35.1795)
875,800,Sampson,1,Whitfield Livestock #2,848,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,741600,-78.306,35.1844,POINT (-78.306 35.1844)
842,6800,Sampson,1,S-1 and S-2,25867,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,21780400,-78.2387,35.173,POINT (-78.23869999999999 35.173)
1107,13280,Sampson,3,Sonny Gold / Sonny Swine,11121,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,12310560,-78.1871,35.1866,POINT (-78.1871 35.1866)
945,620,Duplin,1,Whitted-King Farm,608,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,574740,-78.1372,35.1717,POINT (-78.13720000000001 35.1717)
752,14700,Duplin,4,Dexter Jackson Farm,18121,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,13626900,-78.13,35.1467,POINT (-78.13 35.1467)
1643,4512,Duplin,1,Britt Sow Farm,8796,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,14451936,-78.0694,35.155,POINT (-78.0694 35.155)
1651,4410,Duplin,1,Ricky Kornegay Farm,2476,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4088070,-78.0622,35.1553,POINT (-78.0622 35.1553)
1213,3520,Duplin,1,Cotton Top Farms,2690,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3263040,-78.0131,35.1881,POINT (-78.01309999999999 35.1881)
926,2000,Wayne,2,Grant Sow,6918,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6406000,-77.9472,35.1967,POINT (-77.9472 35.1967)
1333,1200,Duplin,1,James B. Rouse Farm,835,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1112400,-77.8489,35.1705,POINT (-77.8489 35.1705)
1164,3200,Wayne,1,Beulahland Farm,525,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,611200,-77.8347,35.185,POINT (-77.8347 35.185)
842,6000,Lenoir,2,Forrest Rouse Farm,6606,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5562000,-77.7972,35.1793,POINT (-77.7972 35.1793)
897,550,Lenoir,2,Lenoir Swine Breeders Inc,1964,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,1761650,-77.698,35.1833,POINT (-77.69799999999999 35.1833)
1096,5280,Jones,2,Sycamore Farms Inc / Roberson Family Farms,4466,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4894560,-77.5106,35.1614,POINT (-77.5106 35.1614)
578,6400,Jones,2,"Oink Heaven, Inc.",2115,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-77.4706,35.1664,POINT (-77.4706 35.1664)
682,8820,Cumberland,1,Larry Eason Hog Farm Inc.,11988,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8176140,-78.6526,35.1261,POINT (-78.65260000000001 35.1261)
1073,3840,Sampson,1,Houston Warren Farm,684,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,733440,-78.4959,35.1652,POINT (-78.49590000000001 35.1652)
913,3672,Sampson,1,Jimmy Best Farm,3728,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.4438,35.1606,POINT (-78.4438 35.1606)
980,3672,Sampson,1,Triple T Farms,3473,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.4332,35.169,POINT (-78.4332 35.169)
1012,3672,Sampson,1,Larry Naylor Farm,3364,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.4034,35.1583,POINT (-78.4034 35.1583)
766,2560,Sampson,1,Joseph Casey Farm,3098,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2373120,-78.3353,35.17,POINT (-78.3353 35.17)
1033,2880,Sampson,1,Herbert G Bowden Farm,2584,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-78.3242,35.1641,POINT (-78.3242 35.1641)
806,4000,Sampson,2,J.D. Teachey Sow Farm A & B,15896,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.1908,35.1373,POINT (-78.1908 35.1373)
1643,500,Duplin,1,Britt Sow Farm,58,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,95500,-78.0694,35.155,POINT (-78.0694 35.155)
1360,1240,Duplin,2,Oliver Faulk Sr Farm,845,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1149480,-78.0372,35.1478,POINT (-78.0372 35.1478)
1016,12800,Duplin,3,Steve Grady Nursery,2406,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,2444800,-77.9944,35.1461,POINT (-77.9944 35.1461)
800,6400,Duplin,2,T&C Rose #1&2,1528,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-77.9631,35.1492,POINT (-77.9631 35.1492)
890,4740,Duplin,4,D. McKinley & Jerry Price Farm 2,4937,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4393980,-77.9014,35.1472,POINT (-77.9014 35.1472)
718,1083,Duplin,2,"Triple B Hog Farms, LLC",4831,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3468849,-77.8819,35.15,POINT (-77.8819 35.15)
846,3672,Duplin,1,S & M Farm,4024,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-77.8558,35.1527,POINT (-77.8558 35.1527)
1051,11520,Lenoir,2,LC Farm,10161,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10679040,-77.7993,35.1645,POINT (-77.7993 35.1645)
758,3360,Lenoir,1,Benson Hog Farm,847,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,641760,-77.7236,35.1591,POINT (-77.7236 35.1591)
1067,1880,Lenoir,2,Barwick Hog Farm Inc / Home Farm,1633,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1742760,-77.7057,35.1692,POINT (-77.70569999999999 35.1692)
684,2240,Lenoir,1,Marths Smith Farm,3036,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2076480,-77.5796,35.1541,POINT (-77.5796 35.1541)
609,1600,Jones,2,"Sasser's Mill Livestock, Inc.",2435,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1483200,-77.4417,35.1417,POINT (-77.4417 35.1417)
609,2400,Jones,2,"Sasser's Mill Livestock, Inc.",12623,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-77.4417,35.1417,POINT (-77.4417 35.1417)
661,3014,Sampson,1,C & C Finishing Farm,4227,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2793978,-78.6392,35.1274,POINT (-78.6392 35.1274)
644,960,Sampson,1,Wayne Wrench Farm,5756,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,3706560,-78.5516,35.1418,POINT (-78.55159999999999 35.1418)
1066,8100,Sampson,1,ADJ Nursery #2,1451,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1547100,-78.5295,35.1338,POINT (-78.5295 35.1338)
1003,5880,Sampson,2,Gary Baggett & Son,5434,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.4725,35.1408,POINT (-78.4725 35.1408)
996,3672,Sampson,1,Tammy Peterson Farm,3418,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.4357,35.1452,POINT (-78.4357 35.1452)
942,7985,Sampson,2,"James Naylor Farm, James F. Naylor Farm, Robert Naylor #3",7858,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7402095,-78.4001,35.156,POINT (-78.40009999999999 35.156)
701,12860,Sampson,3,C&B Farms 1-20,17006,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,11921220,-78.3518,35.1659,POINT (-78.3518 35.1659)
944,2940,Sampson,1,Kenneth Bradshaw Farm,2887,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2725380,-78.3455,35.141,POINT (-78.3455 35.141)
664,2899,Sampson,3,Ray Pate Farm,4047,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2687373,-78.2918,35.1441,POINT (-78.29179999999999 35.1441)
893,7350,Sampson,1,Danny K. Bass Farm 25-34,7630,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6813450,-78.2737,35.1632,POINT (-78.27370000000001 35.1632)
1150,2480,Duplin,1,Lewis G. Smith Farm,1999,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2298960,-77.9328,35.1264,POINT (-77.9328 35.1264)
1002,1440,Duplin,1,David Price Farm,1332,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1334880,-77.8405,35.1525,POINT (-77.84050000000001 35.1525)
773,5760,Duplin,1,Jordan Farm,6908,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-77.8538,35.1457,POINT (-77.85380000000001 35.1457)
782,4848,Duplin,1,Dexter Rouse Farm,5747,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4494096,-77.7994,35.145,POINT (-77.79940000000001 35.145)
903,1200,Lenoir,1,We Dig Pigs,4256,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3843600,-77.7626,35.135,POINT (-77.76260000000001 35.135)
584,3520,Lenoir,1,Ralph Humphrey Farm,5587,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3263040,-77.7275,35.1334,POINT (-77.72750000000001 35.1334)
847,11300,Lenoir,4,Henry Blizzard Farm,12367,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10475100,-77.6814,35.1614,POINT (-77.6814 35.1614)
1068,960,Lenoir,5,"Morgan Farms, Inc.",2879,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3074880,-77.6669,35.1379,POINT (-77.6669 35.1379)
645,2400,Lenoir,1,Zimmerman Farm,11918,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-77.5959,35.1315,POINT (-77.5959 35.1315)
536,7680,Jones,2,No-Name #1 & 2,2737,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1466880,-77.5319,35.125,POINT (-77.53189999999999 35.125)
903,7200,Jones,1,Moore Brothers - Beaver Creek Farm,7391,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6674400,-77.4744,35.1394,POINT (-77.4744 35.1394)
443,1832,Jones,3,Rosewood Swine Farms LLC,13246,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,5867896,-77.3382,35.1256,POINT (-77.3382 35.1256)
487,7040,Cumberland,3,Collier Farms Inc,13401,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6526080,-78.646,35.1158,POINT (-78.646 35.1158)
743,3672,Sampson,1,J & J Butler Farm,4581,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.5593,35.1192,POINT (-78.55929999999999 35.1192)
1153,4800,Sampson,1,5M Farms,795,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,916800,-78.5055,35.1331,POINT (-78.5055 35.1331)
1018,6120,Sampson,3,Tommy Naylor Farm #1 & #2,5573,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5673240,-78.4503,35.1346,POINT (-78.4503 35.1346)
557,6120,Sampson,2,Anthony Naylor #1 & #2,10185,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5673240,-78.3878,35.146,POINT (-78.3878 35.146)
974,2940,Sampson,1,Darden Farms Finishing,2798,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2725380,-78.3571,35.1323,POINT (-78.3571 35.1323)
1238,1250,Sampson,1,Sinclair Sow Farm,3234,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4003750,-78.3491,35.118,POINT (-78.34910000000001 35.118)
1054,2880,Sampson,1,Warren Farming Company-McLamb Farm,2533,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-78.2965,35.1262,POINT (-78.29649999999999 35.1262)
840,3920,Sampson,2,"Quarter D Farms, Inc.",4326,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3633840,-78.2689,35.1287,POINT (-78.2689 35.1287)
630,5760,Sampson,3,Thorton Swine Farm Bldgs. 1-8 & new farm,8475,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-78.2634,35.1444,POINT (-78.2634 35.1444)
888,3720,Sampson,2,Double J Hog Farm,3883,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3448440,-78.2446,35.1338,POINT (-78.24460000000001 35.1338)
971,3927,Sampson,1,Farm #10,12954,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12578181,-78.1905,35.1088,POINT (-78.1905 35.1088)
818,1108,Duplin,0,Mt. Olive Livestock,1256,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1027116,-78.1014,35.1189,POINT (-78.1014 35.1189)
1076,15600,Duplin,3,"Ralph Britt Nurseries Sites 1, 2 & 3",2769,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,2979600,-78.0708,35.1267,POINT (-78.07080000000001 35.1267)
1482,6155,Duplin,2,Byard Kornegay Farm,3850,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5705685,-78.0472,35.1439,POINT (-78.0472 35.1439)
1191,500,Duplin,1,"Earth Right Farms, Inc.",80,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,95500,-78.0172,35.1308,POINT (-78.0172 35.1308)
